BAscore,abv,beer_img,beer_name,brewery,desc,num_reviews,ranking
3.95,5.80,https://cdn.beeradvocate.com/im/beers/234.jpg,Hacker-Pschorr Original Oktoberfest Amber Märzen,Hacker-Pschorr Bräu GmbH,"Forbidden as it was to brew in summer, a stronger beer – the Märzen – was brewed earlier in March. It would finally be served at the Oktoberfest, under the “Heaven of Bavaria”. We have returned once again to the age-old recipe and recreated that gloriously smooth, honey-coloured piece of history from times gone by. And all is brewed with due reverence to the Bavarian Purity Law of 1516.",855,11949
3.67,5.60,https://cdn.beeradvocate.com/im/beers/1017.jpg,Festbier,Victory Brewing Company - Downingtown,"Friendship and camaraderie: the two keys to any festive event. And then there’s the beer. It should be full-bodied, yet infinitely smooth. Seductively malty, with a kiss of the hops for balance. This is our Festbier. Painstakingly crafted from German malts, decoction brewed for full flavor and carefully aged for depth of character. Subtly sweet with a delicate malt nose, our Festbier gains its impressive body from our use of all imported German malts and decoction brewing process. Gather with your friends for a festive moment of Victory!",819,34018
4.05,6.50,https://cdn.beeradvocate.com/im/beers/13896.jpg,Oktoberfest,Great Lakes Brewing Co.,"Prost! Our take on this classic German style is a celebration of maltiness— packed with rustic, autumnal flavors to put a little more oomph into your oom-pah-pah.Über smooth with vibrant malt flavors and a festive flourish of noble hops (lederhosen not included).World Beer Championships4-Time Medal Winner (Gold, Silver)",659,6729
3.87,5.80,https://cdn.beeradvocate.com/im/beers/386.jpg,Paulaner Oktoberfest Bier,Paulaner Brauerei GmbH & Co. KG,"Also known as Paulaner Oktoberfest BierAn amber beer style that was developed to celebrate the original Oktoberfest over 200 years ago. This full bodied beer with its rich malt flavor, dark toffee note and underlying fruitiness has a masterful hop balance.",1160,17673
3.63,5.90,https://cdn.beeradvocate.com/im/beers/582.jpg,Spaten Oktoberfestbier Ur-Märzen,Spaten-Franziskaner-Bräu,None provided.,1194,36565
3.69,5.00,https://cdn.beeradvocate.com/im/beers/9930.jpg,Ghisa,Birrificio Lambrate,None provided.,5,30576
4.01,5.80,https://cdn.beeradvocate.com/im/beers/1361.jpg,Ayinger Oktober Fest-Märzen,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,None provided.,1146,8617
3.67,5.30,https://cdn.beeradvocate.com/im/beers/102.jpg,Samuel Adams Octoberfest,Boston Beer Company (Samuel Adams),"In 1810, the Oktoberfest tradition was born when Munich celebrated the Crown Prince's wedding with a special beer and 16-day party. Our version of this classic style blends hearty malts for a deep, smooth flavor of caramel, creating a brew that's perfect for the season, or whatever you're celebrating. Smooth with a roasty sweetness, and light hop character.",2227,34030
3.69,5.60,,Bishop Bob's Holy Smoke,Dragonmead Microbrewery,This beer is a Bamberg-style Rauchbier. The town of Bamberg in Germany originated the style of smoked beers. These beers are made with a dose of smoked barley. Our recipe relies on a light bock recipe for its base and contains about 20% imported smoked barley. The noble German hops are used to balance the taste into a unique beer drinking experience.,11,30575
3.54,5.90,,Rauchbier,Fort Hill Brewery,"26% of the grain bill is composed of beech-smoked barley malt, an ingredient made famous in the Bavarian town of Bamberg. She has the nose of cured meat, and the brew pairs perfectly with cheese, olives, and fresh bread. A dark amber brew, the flavor is truly unique to its color.",8,37290
3.67,4.80,https://cdn.beeradvocate.com/im/beers/47536.jpg,Bamberg Rauchbier,Micro Cervejaria Bamberg,None provided.,7,31644
3.64,7.00,https://cdn.beeradvocate.com/im/beers/44411.jpg,Rauchbock,Appalachian Brewing Company,None provided.,11,33130
3.77,5.00,https://cdn.beeradvocate.com/im/beers/33137.jpg,Hallerndorfer Raiterla Rauchbier,Brauerei Gasthof Rittmayer,None provided.,11,26231
3.52,5.90,,Smoked Lager,Bell's Brewery - Eccentric Café & General Store,None provided.,9,38146
3.82,5.30,,Weisser Rauch,Live Oak Brewing Company,None provided.,4,23262
3.88,9.80,https://cdn.beeradvocate.com/im/beers/81439.jpg,Gänstaller-Bräu Affumicator,Gänstaller-Bräu,None provided.,10,19669
3.55,5.40,https://cdn.beeradvocate.com/im/beers/80750.jpg,Wildfire Rauchbier,Penobscot Bay Brewery,"The smokiness and color of Wildfire Rauchbier comes entirely from using only specialty grains. Weyermann Rauchmalz for the signature flavor, Munich for body, Cara-Pils adds richness and Carafa deep color.",14,37302
3.52,5.30,https://cdn.beeradvocate.com/im/beers/33055.jpg,Weiherer Rauch,Brauerei Gasthof Kundmüller,None provided.,17,38747
3.98,3.80,https://cdn.beeradvocate.com/im/beers/45316.jpg,Rauchbier,Iron Hill Brewery & Restaurant,Bamburg-style German amber lager made with beech wood smoked malt giving this beer a distinct smoked character in both aroma and flavor.,19,13592
3.97,6.00,,Peach Swisher,Carton Brewing Company,"Smoked malt is one of the more dubious tools in a brewer's bag because thresholds are vastly different. What to one palate is a hint of bacon or a whiff of BBQ to another is ashtray or Band-Aids. How can Carton ignore playing this game? Where can smoldering aromatics go off the beaten craft? In Peach Swisher we have reassembled the deconstructed aspects of a flavored blunt. Rich, dark malts rendered smoky by the addition of oak smoked pale wheat touched with peach and a heavy plug of the hops that smell like their cousins. Drink Peach Swisher and hand me down a 50-pack.https://www.youtube.com/watch?v=1oMIuGs9wWY&t=3s",4,14138
4.18,9.90,https://cdn.beeradvocate.com/im/beers/88183.jpg,Smoke Monster,Black Husky Brewing,"Smokey is a dog not quite right in the head, some might even say insane. One of her most beloved activities is digging a deep hole in the ground and barking into it for hours on end. We aren’t quite sure what she’s looking for but we suspect she is looking to take on the Smoke Monster. If anyone could defeat the Smoke Monster it would be Smokey so we offer you Smoke Monster in recognition of her tireless efforts.",7,5674
3.73,4.50,,Schwarzer Rauch,Live Oak Brewing Company,None provided.,4,28805
3.95,5.50,https://cdn.beeradvocate.com/im/beers/185671.jpg,Smokin',Great North Aleworks,None provided.,8,14809
3.95,5.20,,Smokey The Beer,Zero Gravity Craft Brewery / American Flatbread,This style is brewed using a majority of beechwood- smoked malt (smoked in Bamberg). The smoke character is well integrated and balanced by a hint of roasted malt and German hops.,7,14665
3.93,4.70,,The Lubitsch Touch,Right Proper Brewing Company - Shaw Brewpub,"Smokey, Balanced, Refreshing. This pale beer is brewed with a blend of both beech wood and cherry wood smoked malts. The Lubitsch Touch is very light and refreshing take on a German rauchbier, with just a touch of balanced smoke in the finish.",5,15810
3.92,6.50,,Manzanita,Fort Point Beer Company,"Manzanita is an imaginative take on the classic German rauchbier, combining traditional ingredients with inspiration from the Northern California wilderness. An assertive, multi-layered smoke aroma -- courtesy of beechwood-smoked malts and charred manzanita branches -- gives way to a light-bodied structure and a surprisingly delicate balance of flavors: nutty, herbal, sweet and savory. A beer for a campfire on a crisp fall night.",10,16218
3.76,6.20,,Deep Purple Rauchbier,Marshall Wharf Brewing Company / Three Tides Restaurant,"Smoke on the water! This Bamberg inspired smoked ale is bacon in a glass. Very polarizing beer, you either like the style and taste, or you never want to drink it again. Unique, brewed using German malts and Noble hops.",9,26956
3.63,4.80,https://cdn.beeradvocate.com/im/beers/112229.jpg,Zwönitzer Rauchbier,Brauerei-Gasthof Zwönitz,None provided.,13,34779
3.49,8.00,,Smoke Out,Starr Hill Brewery,None provided.,9,40477
3.93,5.30,,Smoky Mary,New Orleans Lager & Ale Brewing Company (NOLA),"We’ve stepped out of the boxcar and created our own take on a German Rauchbier (Smoke beer). Instead of using Beechwood, we have selected the indigenous pecan wood and smoked a munich malt in our homemade malt smoker.The Smoky Mary has a subtle smoked flavor that pairs well with barbeque and just about anything off of the grill. She clocks in at 5.3% alcohol by volume, which makes it a nice sessionable smoked beer.",10,15443
4.06,4.55,https://cdn.beeradvocate.com/im/beers/73411.jpg,Aecht Schlenkerla Kräusen,Brauerei Heller-Trum / Schlenkerla,Also known as Helles Märzen Kräusen Blend.,24,8566
4.07,5.30,https://cdn.beeradvocate.com/im/beers/6604.jpg,Spezial Rauchbier Märzen,Brauerei Spezial,"Dunkles, malzaromatisches Bier mit kräftigem Rauchgeschmack. Eine Spezialität die mit ca.13% Stammwürze eingebraut wird. Dieses Bier wird gerne von Leuten getrunken die etwas ""Stärkeres"" vorziehen.",26,7883
4.02,5.20,,Rauchbier,Sly Fox Brewing Company,None provided.,31,10011
3.67,7.00,https://cdn.beeradvocate.com/im/beers/59656.jpg,Friar Bacon Smoked Bock,Listermann Brewing Company,None provided.,17,32905
3.65,8.00,https://cdn.beeradvocate.com/im/beers/34502.jpg,Bonfire Of The Valkyries,New Albanian Brewing Company - Pizzeria and Public House,,23,34161
3.64,6.30,https://cdn.beeradvocate.com/im/beers/94675.jpg,Roog,BraufactuM - Die Internationale Brau-Manufacturen GmbH,None provided.,15,34815
3.48,5.60,https://cdn.beeradvocate.com/im/beers/45579.jpg,Rauchbier,Southern Star Brewing Company,None provided.,24,41370
3.93,6.00,,Orange Swisher,Carton Brewing Company,"Smoked malt is one of the more dubious tools in a brewer's bag because thresholds are vastly different. What to one palate is a hint of bacon or a whiff of BBQ to another is ashtray or Band-Aids. How can Carton ignore playing this game? Where can smoldering aromatics go off the beaten craft? In Orange Swisher we have reassembled the deconstructed aspects of a flavored blunt. Rich, dark malts rendered smoky by the addition of oak smoked pale wheat touched with orange zest and a heavy plug of the hops that smell like their cousins. Drink Orange Swisher and hand me down a 50-pack.https://www.youtube.com/watch?v=06JSt1WENs8",9,14636
3.67,6.50,https://cdn.beeradvocate.com/im/beers/104916.jpg,Punkrauch,Le Trou Du Diable,None provided.,20,33083
3.91,4.90,https://cdn.beeradvocate.com/im/beers/31051.jpg,Göller Rauchbier,Brauerei Göller Zur Alten Freyung,None provided.,36,15926
3.83,5.00,https://cdn.beeradvocate.com/im/beers/42581.jpg,Ludwig's Revenge,Roy Pitz Brewing Company,None provided.,27,21705
3.28,5.60,https://cdn.beeradvocate.com/im/beers/33301.jpg,Saranac Rauchbier Smoked Lager,Matt Brewing Company / Saranac Brewery,None provided.,60,44822
4.03,6.00,https://cdn.beeradvocate.com/im/beers/113785.jpg,SWISHR Cherry,Carton Brewing Company,"Smoked malt is one of the more dubious tools in a brewer's bag because thresholds are vastly different. What to one palate is a hint of bacon or a whiff of BBQ to another is ashtray or Band-Aids. How can Carton ignore playing this game? Where can smoldering aromatics go off the beaten craft? in SWISHR we have reassembled the deconstructed aspects of Swisher Wrap. Rich dark malts brought smoky by the addition of oak smoked pale wheat, touched with sour cherries and a heavy plug of hops that smell like their cousins. Drink SWISHR and hand me down a 50-pack.https://www.youtube.com/watch?v=_FrjOyymwWY&list=UUnN44_ILc3y0x6WbvjLR1Kg",13,9012
